year,pft7_hydraulic,pft7_cstarvation,pft7_fire,pft9_hydraulic,pft9_cstarvation,pft9_fire,pft10_hydraulic,pft10_cstarvation,pft10_fire
1922.5833,0,7.4169888,0,0,7.1588458,0,0,0.0051532337,0
1922.6667,0,6.6485241,0,0,6.7762501,0,0,0.0037116602,0
1922.75,0,6.4105993,0,0,6.110055,0,0,0.0028210033,0
1922.8333,83.382112,8.6619803,0,245.71708,4.9252763,0,42.054264,0.0014868352,0
1922.9167,88.252253,11.325561,0,258.5106,4.6177292,0,40.578221,0.0013317954,0
1923,86.791776,6.6746947,0,252.66968,4.0851902,0,35.908941,0.0011177102,0
1923.0833,85.716208,7.5445813,0,248.1614,3.848124,0,32.383902,0.001006696,0
1923.1667,84.685987,8.742605,0,243.74571,3.6263097,0,29.231674,0.000908138,0
1923.25,83.66239,10.428793,0,239.273,3.4114299,0,26.310878,0.00081627169,0
1923.3333,82.561284,13.39677,0,234.89067,3.2106985,0,23.700595,0.00073414,0
1923.4167,13.645052,15.908181,0,38.72323,8.6656723,0,3.713242,0.007845768,0
1923.5,0,12.769657,0,0,9.057355,0,0,0.0066514868,0
1923.5833,0,11.051915,0,0,7.8075327,0,0,0.0045725903,0
1923.6667,0,10.445296,0,0,7.2448156,0,0,0.003797143,0
1923.75,0,10.557736,0,0,6.7933687,0,0,0.0033633917,0
1923.8333,54.764696,9.6367746,0,160.54089,5.7350271,0,26.55812,0.0021619237,0
1923.9167,90.350171,12.871928,0,263.53163,5.1701458,0,40.422274,0.0016904303,0
1924,89.238267,11.211899,0,258.50623,4.5362957,0,35.964183,0.0017421814,0
1924.0833,88.22549,15.144145,0,253.81743,4.270029,0,32.170735,0.0015858508,0
1924.1667,87.18036,21.277599,0,249.22635,4.0205471,0,28.809745,0.0014437896,0
1924.25,85.927281,27.267368,0,244.56967,3.7790042,0,25.724019,0.0013102197,0
1924.3333,76.541616,35.138488,0,216.97855,3.553723,0,20.879705,0.0011896539,0
1924.4167,0,24.111228,0,0,7.9644495,0,0,0.0089299704,0
1924.5,0,17.003802,0,0,8.6705363,0,0,0.0087808002,0
1924.5833,0,14.317256,0,0,8.0125708,0,0,0.0071057947,0
1924.6667,0,12.282161,0,0,4.0000191,0,0,0.0059221334,0
1924.75,0,13.626343,0,0,3.0492949,0,0,0.0037382111,0
1924.8333,0,20.840401,0,0,2.7457786,0,0,0.0030025195,0
1924.9167,0,28.40214,0,0,2.657956,0,0,0.0029463734,0
1925,21.201882,22.320002,0,61.369281,2.4513209,0,10.455927,0.0025088561,0
1925.0833,93.195442,28.235019,0,268.81682,2.3417113,0,43.560007,0.0023392978,0
1925.1667,91.916048,35.170664,0,263.9113,2.220314,0,39.298424,0.0021274957,0
1925.25,90.657878,43.01521,0,258.92921,2.1017052,0,35.354302,0.0019288832,0
1925.3333,40.527237,49.189333,0,115.33621,2.1928957,0,14.795962,0.0021274336,0
1925.4167,0,34.128746,0,0,7.2398189,0,0,0.011814277,0
1925.5,0,23.35836,0,0,5.8810043,0,0,0.0099869394,0
1925.5833,0,15.141577,0,0,4.2622073,0,0,0.0083080793,0
1925.6667,0,5.0801544,0,0,3.0877884,0,0,0.0068300655,0
