year,sminp_gPm2,labilep_gPm2,secondp_gPm2,occlp_gPm2,primp_gPm2,litr1p_gPm2,litr2p_gPm2,litr3p_gPm2,vegp_gPm2,storep_gPm2,totsomp_gPm2,p_uptake_gPm2yr,p_efflux_gPm2yr,sminp_leached_gPm2yr,total_inorganic_gPm2,total_ecosystem_gPm2
1907.5,123.37646,0.17725943,123.0471,0.60932672,0.031504177,209.04749,451.24661,222.29988,1.2192291,0.57438385,124.21918,0.63099021,0.17579329,8.933177e-10,247.24165,1255.8484
1907.5833,123.35147,0.17842719,123.01992,0.60945386,0.031504411,209.62022,452.41672,222.88008,1.2438731,0.55783874,124.16853,0.65841675,0.16472502,6.4636341e-10,247.19078,1258.078
1907.6667,123.32607,0.17913686,122.99319,0.60957891,0.031504638,210.07066,453.33499,223.3356,1.2515626,0.58189273,124.11947,0.65178657,0.27016747,5.6237598e-10,247.1395,1259.8337
1907.75,123.2998,0.17937706,122.96647,0.60970396,0.031504866,210.19315,453.5791,223.45744,1.2404364,0.60280943,124.07355,0.63716942,0.65067399,7.8958839e-10,247.08687,1260.2333
1907.8333,123.27416,0.17995761,122.93976,0.60982895,0.031505097,210.15201,453.48825,223.41333,1.2259556,0.60796219,124.02825,0.62256378,0.65825754,1.2347663e-09,247.03522,1259.951
1907.9167,123.25208,0.18242852,122.91306,0.60995394,0.031505324,210.06236,453.31488,223.32848,1.1868392,0.5961135,123.98333,0.66690248,1.0581537,1.6472366e-09,246.98903,1259.4611
1908,123.22865,0.18440168,122.88594,0.6100809,0.031505555,209.95691,453.11786,223.23212,1.1140332,0.55113554,123.95737,0.5017072,0.55785757,1.7542542e-09,246.94058,1258.87
1908.0833,123.20272,0.18432881,122.86015,0.61020172,0.031505775,209.8694,452.96094,223.15561,1.0725088,0.53707886,123.95125,0.51437438,0.56580085,1.7582076e-09,246.8889,1258.4357
1908.1667,123.17697,0.18435253,122.83435,0.61032254,0.031505994,209.78563,452.81271,223.08344,1.0320518,0.52383846,123.94511,0.51622927,0.56277472,1.7586348e-09,246.83751,1258.0203
1908.25,123.15036,0.18437554,122.80769,0.61044741,0.031506222,209.70381,452.67041,223.01422,0.98729718,0.46423188,123.93877,0.52555203,0.55950242,1.7588631e-09,246.78438,1257.5631
1908.3333,123.12359,0.18431088,122.78104,0.61057222,0.031506449,209.64198,452.57349,222.96761,0.94738996,0.45180783,123.93244,0.5761103,0.55203521,1.7147793e-09,246.731,1257.2457
1908.4167,123.0966,0.1841267,122.75439,0.61069703,0.031506676,209.89777,453.13577,223.24734,0.95041126,0.42515343,123.92602,0.54073817,0.18662108,1.159844e-09,246.67734,1258.2598
1908.5,123.06944,0.18384753,122.72775,0.61082184,0.0315069,210.42935,454.23209,223.79108,0.98441666,0.38675091,123.91954,0.39399463,0.050366014,8.0774348e-10,246.62337,1260.3666
1908.5833,123.04208,0.18369268,122.70068,0.61094862,0.031507131,210.85457,455.09808,224.22086,1.0176107,0.36165616,123.91301,0.38940951,0.065031849,7.1257705e-10,246.56891,1262.0347
1908.6667,123.01556,0.18375582,122.67404,0.61107337,0.031507358,211.21544,455.83298,224.58546,1.0131711,0.38013488,123.90656,0.38848433,0.071838781,6.5482131e-10,246.51593,1263.4496
1908.75,122.98911,0.18384258,122.64742,0.61119807,0.031507581,211.37582,456.15552,224.74608,0.99243373,0.40187779,123.90009,0.38438916,0.095637962,9.0065516e-10,246.46307,1264.0349
1908.8333,122.963,0.18412034,122.6208,0.61132276,0.031507809,211.34195,456.07944,224.70927,0.98116779,0.41997197,123.89362,0.36804101,0.1887451,1.3897876e-09,246.41075,1263.8361
1908.9167,122.93683,0.18436052,122.59418,0.61144739,0.031508032,211.28568,455.95749,224.64975,0.95217305,0.41292891,123.88721,0.36930183,0.48326558,1.6202159e-09,246.35834,1263.5035
